,Unnamed: 0,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Antal fragment,Föremålsbenämning_Translated,Föremålsnr._Translated,Andra nummer_Translated,Material_Translated,Plats_Translated,Fornlämning_Translated,Socken_Translated,Landskap_Translated
198,198,Svärd,446872_HST,34000.0,Undernummer: Bj 914,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,914,Historiska museet,Svärd - 199,https://samlingar.shm.se/object/9146DC3D-58C1-4088-B759-82512D65C675,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,446872_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 914",Bj 914,"Stolpe, Hjalmar",,1,Svärd,446872_HST,Undernummer: Bj 914,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
199,199,Pil,541280_HST,34663.0,Fyndnummer: 196,Järn,Klints,L1975:3589,Othem socken,Gotland,Sverige,,,Historiska museet,Pil - 200,https://samlingar.shm.se/object/971C375D-E67A-41E9-91B8-EF66C95D8165,Vapen och rustningar  Arkeologisk samling,Vikt 19 g,1,800 – 1100,Vikingatid,541280_HST,,34663,,KML,"Plats: Klints, Fornlämning: L1975:3589, Fastighet: Klints 1:16, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,1,Pil,541280_HST,Fyndnummer: 196,Järn,Klints,L1975:3589,Othem socken,Gotland
200,200,Pil,541282_HST,34663.0,Fyndnummer: 197,Järn,Klints,L1975:3589,Othem socken,Gotland,Sverige,,,Historiska museet,Pil - 201,https://samlingar.shm.se/object/57AF6F2D-6487-4901-AD03-C566467E08D9,Vapen och rustningar  Arkeologisk samling,Vikt 14 g,1,800 – 1100,Vikingatid,541282_HST,,34663,,KML,"Plats: Klints, Fornlämning: L1975:3589, Fastighet: Klints 1:16, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,1,Pil,541282_HST,Fyndnummer: 197,Järn,Klints,L1975:3589,Othem socken,Gotland
201,201,Svärd,429840_HST,22531.0,FID: 429840,Järn,Landsberga,L1944:6168,Biskopskulla socken,Uppland,Sverige,Flatmarksgrav,,Historiska museet,Svärd - 202,https://samlingar.shm.se/object/753E6A5B-46D7-4F30-A157-775AFA53050C,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,429840_HST,,22531,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=22531,,"Plats: Landsberga, Fornlämning: L1944:6168, Socken: Biskopskulla socken, Kommun: Enköping kommun, Landskap: Uppland, Land: Sverige",Flatmarksgrav,,"Sundquist, Nils",,,Svärd,429840_HST,FID: 429840,Järn,Landsberga,L1944:6168,Biskopskulla socken,Uppland
202,202,Rundsköld,452629_HST,34000.0,Undernummer: Bj 958,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,958,Historiska museet,Rundsköld - 203,https://samlingar.shm.se/object/FDC651D8-9C1B-4CB3-A0FC-C38382C3B587,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,452629_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 958",Bj 958,"Stolpe, Hjalmar",1881,7,Rundsköld,452629_HST,Undernummer: Bj 958,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
203,203,lancettformig pilspets,452976_HST,30249.0,Fyndnummer: 9,Järn,"Helgö, Gravfält 116",L2017:5384,Ekerö socken,Uppland,Sverige,Grav,48,Historiska museet,lancettformig pilspets - 204,https://samlingar.shm.se/object/62647AAD-62E3-478B-9F8A-1683BA635D21,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,452976_HST,,30249,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=30249,,"Plats: Helgö, Gravfält 116, Fornlämning: L2017:5384, Socken: Ekerö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Grav: 48,,,,,lancettformig pilspets,452976_HST,Fyndnummer: 9,Järn,"Helgö, Gravfält 116",L2017:5384,Ekerö socken,Uppland
204,204,lancettformig pilspets,452987_HST,30249.0,Fyndnummer: 10,Järn,"Helgö, Gravfält 116",L2017:5384,Ekerö socken,Uppland,Sverige,Grav,48,Historiska museet,lancettformig pilspets - 205,https://samlingar.shm.se/object/0AFB5ED6-2EB8-4EAD-A599-7D05C31896CE,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,452987_HST,,30249,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=30249,,"Plats: Helgö, Gravfält 116, Fornlämning: L2017:5384, Socken: Ekerö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Grav: 48,,,,,lancettformig pilspets,452987_HST,Fyndnummer: 10,Järn,"Helgö, Gravfält 116",L2017:5384,Ekerö socken,Uppland
205,205,Spjut,530284_HST,34000.0,Undernummer: Bj 855,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,855,Historiska museet,Spjut - 206,https://samlingar.shm.se/object/6FE09A89-4056-4A27-BFE6-8C385607FB5E,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,530284_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 855",Bj 855,"Stolpe, Hjalmar",,,Spjut,530284_HST,Undernummer: Bj 855,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
206,206,Spjutspets,554164_HST,34000.0,Undernummer: Bj 477,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kistgrav,477,Historiska museet,Spjutspets - 207,https://samlingar.shm.se/object/08570816-5FBF-4FD9-BD16-878B9679BBE2,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,554164_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Obekant yttre gravskick: 477",Bj 477,"Stolpe, Hjalmar",1878,,Spjutspets,554164_HST,Undernummer: Bj 477,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
207,207,Yxa,555243_HST,34000.0,Undernummer: Bj 495,"Järn, Trä","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,495,Historiska museet,Yxa - 208,https://samlingar.shm.se/object/CF848B32-25D2-46F9-ADD7-81511785EB8B,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,555243_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 495",Bj 495,"Stolpe, Hjalmar",1876,,Yxa,555243_HST,Undernummer: Bj 495,"Järn, Trä","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
208,208,Spjut,555392_HST,34000.0,Undernummer: Bj 496,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,496,Historiska museet,Spjut - 209,https://samlingar.shm.se/object/106BF017-FC16-4C15-91A9-66ACAA5539C0,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,555392_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 496",Bj 496,"Stolpe, Hjalmar",1876,,Spjut,555392_HST,Undernummer: Bj 496,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
209,209,Svärdsslida,555553_HST,34000.0,Undernummer: Bj 496,"Brons, Textil","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,496,Historiska museet,Svärdsslida - 210,https://samlingar.shm.se/object/0BE9627D-B00E-48A1-800D-69B7CF0C1B94,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,555553_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 496",Bj 496,"Stolpe, Hjalmar",1876,,Svärdsslida,555553_HST,Undernummer: Bj 496,"Brons, Textil","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
210,210,Spjut,555845_HST,34000.0,Undernummer: Bj 510,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,510,Historiska museet,Spjut - 211,https://samlingar.shm.se/object/9DFE6A1F-E5B6-4EF4-AF83-1CD57504092D,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,555845_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 510",Bj 510,"Stolpe, Hjalmar",1877,,Spjut,555845_HST,Undernummer: Bj 510,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
211,211,Pil,556045_HST,34000.0,Undernummer: Bj 512,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Skelettgrav,512,Historiska museet,Pil - 212,https://samlingar.shm.se/object/359583B0-F44B-4DF5-98B1-5D1E55D0990F,Vapen och rustningar  Arkeologisk samling,,3,800 – 1100,Vikingatid,556045_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Obekant yttre gravskick: 512",Bj 512,"Stolpe, Hjalmar",1877,,Pil,556045_HST,Undernummer: Bj 512,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
212,212,Pilspets,539095_HST,34000.0,Undernummer: Bj 367,Järn,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland,Sverige,Brandgrav,367,Historiska museet,Pilspets - 213,https://samlingar.shm.se/object/964F6389-FD1C-4CC7-AF80-016D549F03F8,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,539095_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Borgs hage, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 367",Bj 367,"Stolpe, Hjalmar",1876,,Pilspets,539095_HST,Undernummer: Bj 367,Järn,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland
213,213,Rundsköld,557904_HST,34000.0,Undernummer: Bj 542,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,542,Historiska museet,Rundsköld - 214,https://samlingar.shm.se/object/5C7ABDC5-D89D-4F0D-886C-ACCB65D85D71,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,557904_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 542",Bj 542,"Stolpe, Hjalmar",1878,5,Rundsköld,557904_HST,Undernummer: Bj 542,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
214,214,Rundsköld,558261_HST,34000.0,Undernummer: Bj 544,"Järn, Vitmetall","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,544,Historiska museet,Rundsköld - 215,https://samlingar.shm.se/object/DF5CA026-F9C5-4083-A49A-F76EFF123B37,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,558261_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 544",Bj 544,"Stolpe, Hjalmar",1878,,Rundsköld,558261_HST,Undernummer: Bj 544,"Järn, Vitmetall","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
215,215,Sköld,539201_HST,34000.0,Undernummer: Bj 369,Järn,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland,Sverige,Brandgrav,369,Historiska museet,Sköld - 216,https://samlingar.shm.se/object/376C004E-C675-4825-90B1-26C20649B7BE,Vapen och rustningar  Arkeologisk samling,,6,800 – 1100,Vikingatid,539201_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Borgs hage, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 369",Bj 369,"Stolpe, Hjalmar",1876,,Sköld,539201_HST,Undernummer: Bj 369,Järn,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland
216,216,Vapenknivslida,545139_HST,34000.0,Undernummer: Bj 391,Brons,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland,Sverige,Brandgrav,391,Historiska museet,Vapenknivslida - 217,https://samlingar.shm.se/object/5BE1D8DF-4A4E-4659-AF92-D7D40743BAFB,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,545139_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Borgs hage, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 391",Bj 391,"Stolpe, Hjalmar",1876,8,Vapenknivslida,545139_HST,Undernummer: Bj 391,Brons,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland
217,217,pil/pilkoger,548501_HST,34000.0,Undernummer: Bj 1069,"Järn, Läder","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,1069,Historiska museet,pil/pilkoger - 218,https://samlingar.shm.se/object/AB5A1AFF-783A-44FF-B875-5CB6C483F857,Vapen och rustningar  Arkeologisk samling,,,800 – 1100,Vikingatid,548501_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Hög: 1069",Bj 1069,"Stolpe, Hjalmar",1881,19,pil/pilkoger,548501_HST,Undernummer: Bj 1069,"Järn, Läder","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
218,218,Pilspets,614525_HST,34000.0,Undernummer: Bj 974,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,974,Historiska museet,Pilspets - 219,https://samlingar.shm.se/object/E97F46B0-F78D-4CB0-B989-E8F0471142F1,Vapen och rustningar  Arkeologisk samling,,8,800 – 1100,Vikingatid,614525_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 974",Bj 974,"Stolpe, Hjalmar",1881,13,Pilspets,614525_HST,Undernummer: Bj 974,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
219,219,Sköld,614647_HST,34000.0,Undernummer: Bj 985,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,985,Historiska museet,Sköld - 220,https://samlingar.shm.se/object/A6D64C84-3B5B-4869-A506-DB82318407B5,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,614647_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 985",Bj 985,"Stolpe, Hjalmar",1881,1,Sköld,614647_HST,Undernummer: Bj 985,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
220,220,Yxa,549459_HST,12426.0,Undernummer: M:II,Järn,Rösta,L1945:291,Ås socken,Jämtland,Sverige,Grav,M:II,Historiska museet,Yxa - 221,https://samlingar.shm.se/object/6B7C3279-8EE4-4EFC-B0FB-7E880E071598,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,549459_HST,,12426,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12426,,"Plats: Rösta, Fornlämning: L1945:291, Socken: Ås socken, Kommun: Krokom kommun, Landskap: Jämtland, Land: Sverige",Grav: M:II,,,,,Yxa,549459_HST,Undernummer: M:II,Järn,Rösta,L1945:291,Ås socken,Jämtland
221,221,Rundsköld,611115_HST,34000.0,Undernummer: Bj 957,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,957,Historiska museet,Rundsköld - 222,https://samlingar.shm.se/object/F0D22187-9E2D-44C7-B0E2-04139882C7A7,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,611115_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 957",Bj 957,"Stolpe, Hjalmar",1881,14,Rundsköld,611115_HST,Undernummer: Bj 957,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
222,222,Spjut,611117_HST,34000.0,Undernummer: Bj 957,"Järn, Koppar","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,957,Historiska museet,Spjut - 223,https://samlingar.shm.se/object/8B3D5D01-95BD-4EEC-AA2D-1E0450D52D5B,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,611117_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 957",Bj 957,"Stolpe, Hjalmar",1881,,Spjut,611117_HST,Undernummer: Bj 957,"Järn, Koppar","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
223,223,Tångepilspets,460791_HST,34000.0,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland,Sverige,Utfyllnadslager,596 C s.ö.,Historiska museet,Tångepilspets - 224,https://samlingar.shm.se/object/0CF00F71-2CF3-45D3-9301-8AAEB8DA5C25,Vapen och rustningar  Arkeologisk samling,,11,800 – 1100,Vikingatid,460791_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Garnisonen, Fornlämning: L2013:3917, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",Utfyllnadslager: 596 C s.ö.,,"Stolpe, Hjalmar",,,Tångepilspets,460791_HST,Undernummer: Bj 596,Järn,"Björkö, Garnisonen",L2013:3917,Adelsö socken,Uppland
224,224,Metkrok,479196_HST,34000.0,Undernummer: Bj 187,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,187,Historiska museet,Metkrok - 225,https://samlingar.shm.se/object/EC520424-13AB-40DB-B9D4-17BFB284084A,Vapen och rustningar  Arkeologisk samling,Längd 65 mm,1,800 – 1100,Vikingatid,479196_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 187",Bj 187,"Stolpe, Hjalmar",1875,,Metkrok,479196_HST,Undernummer: Bj 187,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
225,225,Rundsköld,475718_HST,34000.0,Undernummer: Bj 727,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,727,Historiska museet,Rundsköld - 226,https://samlingar.shm.se/object/7186D4A5-DB2A-4B7C-9315-C65C615E8E89,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,475718_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 727",Bj 727,"Stolpe, Hjalmar",1879,8,Rundsköld,475718_HST,Undernummer: Bj 727,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
226,226,Spjut,475999_HST,34000.0,Undernummer: Bj 731,"Järn, Brons, Koppar, Silver, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,731,Historiska museet,Spjut - 227,https://samlingar.shm.se/object/BFF5DA45-CB2D-4223-B44A-21A257A36CC5,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,475999_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 731",Bj 731,"Stolpe, Hjalmar",1879,3,Spjut,475999_HST,Undernummer: Bj 731,"Järn, Brons, Koppar, Silver, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
227,227,Sköld,476622_HST,34000.0,Undernummer: Bj 731,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,731,Historiska museet,Sköld - 228,https://samlingar.shm.se/object/35805E7A-831C-493D-BCDB-E322709692B8,Vapen och rustningar  Arkeologisk samling,,,800 – 1100,Vikingatid,476622_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 731",Bj 731,"Stolpe, Hjalmar",1879,1,Sköld,476622_HST,Undernummer: Bj 731,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
228,228,Rundsköld,476807_HST,34000.0,Undernummer: Bj 735,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,735,Historiska museet,Rundsköld - 229,https://samlingar.shm.se/object/4EA0DCA0-97D7-4BC7-8DFC-930E7052ADF2,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,476807_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 735",Bj 735,"Stolpe, Hjalmar",1879,25,Rundsköld,476807_HST,Undernummer: Bj 735,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
229,229,Rundsköld,477742_HST,34000.0,Undernummer: Bj 736,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,736,Historiska museet,Rundsköld - 230,https://samlingar.shm.se/object/B57F3B93-3378-4BE2-ABD7-976CFBC5F64F,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,477742_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Hög, Grav: 736",Bj 736,"Stolpe, Hjalmar",1879,1,Rundsköld,477742_HST,Undernummer: Bj 736,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
